TXNAME	GENEID	HepG2_directRNA_R1.sorted	A549_directRNA_R2.sorted	A549_directRNA_R3.sorted	HepG2_directRNA_R2.sorted	HepG2_directRNA_R3.sorted	A549_directRNA_R1.sorted
ENST00000517198	ENSG00000253007	0	0	0	0	0	0
ENST00000517313	ENSG00000254161	0	0	0	0	0	0
ENST00000517477	ENSG00000253822	0	0	0	0	0	0
ENST00000517690	ENSG00000254029	0	0	0	0	0	0
ENST00000517886	ENSG00000250479	1.01135	0	0	0	0	0
ENST00000517943	ENSG00000254264	0	0	0	0	0	0
ENST00000518003	ENSG00000253823	0	0	0	0	0	0
ENST00000518356	ENSG00000253786	0	0	0	0	0	0
ENST00000518394	ENSG00000025770	0	0	0	0	0	0
ENST00000518405	ENSG00000254073	0	0	0	0	0	0
ENST00000518475	ENSG00000253590	0	0	0	0	0	0
ENST00000518581	ENSG00000253242	0	0	0	0	0	0
ENST00000518626	ENSG00000138942	0	0	0	0	0	0
ENST00000519077	ENSG00000253352	33.96116	47	28.95291	3	5	13
ENST00000519099	ENSG00000253152	0	0	0	0	0	0
ENST00000519296	ENSG00000254240	0	0	0	0	0	0
ENST00000519345	ENSG00000253963	0	0	0	0	0	0
ENST00000519446	ENSG00000253794	0	0	0	0	0	0
ENST00000519525	ENSG00000254355	0	0	0	0	0	0
ENST00000519670	ENSG00000254030	0	0	0	0	0	0
ENST00000519774	ENSG00000100099	0	0	0	0	0	0
ENST00000519790	ENSG00000253818	0	0	0	0	0	0
ENST00000519982	ENSG00000253889	0	0	0	0	0	0
ENST00000520084	ENSG00000253338	0	0	0	0	0	0
ENST00000520107	ENSG00000253935	0	0	0	0	0	0
ENST00000520218	ENSG00000254308	0	0	0	0	0	0
ENST00000520222	ENSG00000250479	0	11.23197	6.21807	0	0	0
ENST00000520297	ENSG00000025770	0	0	0	0	0	0
ENST00000520445	ENSG00000253637	0	0	0	0	0	0
ENST00000520505	ENSG00000215568	0	0	0	0	0	0
ENST00000520681	ENSG00000253451	0	0	0	0	0	0
ENST00000520756	ENSG00000253913	0	0	0	0	0	0
ENST00000521091	ENSG00000253352	0	0	0	0	0	0
ENST00000521183	ENSG00000253546	0	0	0	0	0	0
ENST00000521342	ENSG00000253126	0	0	0	0	0	0
ENST00000521497	ENSG00000253481	0	0	0	0	0	0
ENST00000521832	ENSG00000253874	0	0	0	0	0	0
ENST00000521893	ENSG00000253779	0	0	0	0	0	0
ENST00000521969	ENSG00000253460	0	0	0	0	0	0
ENST00000522048	ENSG00000025770	0	0	0	0	0	0
ENST00000522304	ENSG00000025770	0	0	0	0	0	0
ENST00000522485	ENSG00000254175	0	0	0	0	0	0
ENST00000522922	ENSG00000253234	0	0	0	0	0	0
ENST00000522952	ENSG00000254077	0	0	0	0	0	0
ENST00000523045	ENSG00000025770	0	0	0	0	0	0
ENST00000523144	ENSG00000215568	0	0	0	0	0	0
ENST00000523272	ENSG00000253239	0	0	0	0	0	0
ENST00000523309	ENSG00000253691	0	0	0	0	0	0
ENST00000523314	ENSG00000253631	0	0	0	0	0	0
ENST00000523713	ENSG00000253920	0	0	0	0	0	0
ENST00000523725	ENSG00000254127	0	0	0	0	0	0
ENST00000523818	ENSG00000254075	0	0	0	0	0	0
ENST00000523865	ENSG00000250479	0	0	0	0	0	0
ENST00000523937	ENSG00000253448	0	0	0	0	0	0
ENST00000524184	ENSG00000253752	0	0	0	0	0	0
ENST00000524296	ENSG00000198089	0	0	0	0	0	0
ENST00000524362	ENSG00000253329	0	0	0	0	0	0
ENST00000525184	ENSG00000128284	0	0	0	0	0	0
ENST00000526089	ENSG00000254835	0	0	0	0	0	0
ENST00000526893	ENSG00000254709	0	0	0	0	0	0
ENST00000527167	ENSG00000183569	0	0	1	0	0	0
ENST00000527701	ENSG00000184571	0	0	0	0	0	0
ENST00000527761	ENSG00000100312	0	0	0	0	0	0
ENST00000528740	ENSG00000128284	0	0	0	0	0	0
ENST00000529194	ENSG00000128335	0	0	0	0	0	0
ENST00000529621	ENSG00000100312	0	0	0	0	0	0
ENST00000529632	ENSG00000100095	0	0	0	0	0	0
ENST00000530895	ENSG00000128284	0	0	0	0	0	0
ENST00000531095	ENSG00000128284	0	0	0	0	0	0
ENST00000531195	ENSG00000128284	0	0	0	0	0	0
ENST00000531372	ENSG00000254709	0	0	0	0	0	0
ENST00000532223	ENSG00000254709	0	0	0	0	0	0
ENST00000532431	ENSG00000255156	0	0	0	0	0	0
ENST00000532537	ENSG00000184571	0	0	0	0	0	0
ENST00000532913	ENSG00000254499	0	0	0	0	0	0
ENST00000533061	ENSG00000128284	0	0	0	0	0	0
ENST00000533313	ENSG00000184571	0	0	0	0	0	0
ENST00000533930	ENSG00000100312	0	0	0	0	0	0
ENST00000534080	ENSG00000183569	0	0	0	0	0	0
ENST00000534251	ENSG00000128284	0	0	0	0	0	0
ENST00000534908	ENSG00000133454	0	0	0	0	0	0
ENST00000534972	ENSG00000184459	0	0	0	0	0	0
ENST00000535113	ENSG00000184949	0	0	1	0	0	0
ENST00000535268	ENSG00000184792	0.5	0	1	0	0	0
ENST00000535425	ENSG00000284194	7	0	1	1	3	0
ENST00000535622	ENSG00000100150	0	0	0	0	0	0
ENST00000536101	ENSG00000133454	0	0	0	0	0	0
ENST00000536204	ENSG00000133454	0	0	0	0	0	0
ENST00000536447	ENSG00000237037	0	0	0	0	0	0
ENST00000536718	ENSG00000206140	0	0	0	0	0	0
ENST00000537045	ENSG00000070413	7.73951	0	0	1	0	2.75
ENST00000538149	ENSG00000099968	0	0	0	0	0	0
ENST00000538320	ENSG00000185022	0	0	0	0	0	0
ENST00000538828	ENSG00000070371	0	0	0	0	0	0
ENST00000538999	ENSG00000185022	0	1.66815	1.25764	0	0.5	0
ENST00000539302	ENSG00000133454	0	0	0	0	0	0
ENST00000539544	ENSG00000133454	0	0	0	0	0	0
ENST00000539579	ENSG00000225465	0	0	0	0	0	0
ENST00000540454	ENSG00000133454	0	0	0	0	0	0
ENST00000540615	ENSG00000073146	0	0	0	0	0	0
ENST00000540643	ENSG00000198089	0.5	2.79876	1	0	0	0
ENST00000540665	ENSG00000235954	0	0	0	0	0	0
ENST00000540687	ENSG00000253352	1.03884	1	1.04709	0	0	0
ENST00000540833	ENSG00000167077	0	0	0	0	0	0
ENST00000540896	ENSG00000070371	0	0	0	0	0	0
ENST00000540910	ENSG00000100012	0	0	0	0	0	0
ENST00000540952	ENSG00000184949	0	0	0	0	0	0
ENST00000541492	ENSG00000100014	2	1	0	0	0	0
ENST00000541689	ENSG00000184949	0	0	0	0	0	0
ENST00000542103	ENSG00000242259	7.35	0	16.93335	0	0	6.5359
ENST00000542393	ENSG00000100325	0	0	0	0	0.5	0
ENST00000542719	ENSG00000184470	0	0	0	0	0	0
ENST00000543038	ENSG00000093072	0	0	0	0	0	0
ENST00000543133	ENSG00000099968	6.93679	53.56449	15.84758	5	0	7.84468
ENST00000543184	ENSG00000185686	0	33.99393	2.38949	0	0	6.32509
ENST00000543212	ENSG00000183066	0	0	0	0	0	0
ENST00000543295	ENSG00000184949	0	0	0	0	0	0
ENST00000543737	ENSG00000100170	0	0	0	0	0	0
ENST00000543828	ENSG00000184949	0	0	0	0	0	0
ENST00000543927	ENSG00000284194	12	6	1	1	3	0
ENST00000543971	ENSG00000133454	0	0	0	0	0	0
ENST00000544346	ENSG00000184949	0	0	0	0	0	0
ENST00000544408	ENSG00000100372	0	4.99756	0	0	0	2.88889
ENST00000544604	ENSG00000183579	79	36	9	7	13	7
ENST00000544786	ENSG00000100030	0	0	0	0	0	0
ENST00000545383	ENSG00000073146	0	0	0	0	0	0
ENST00000545590	ENSG00000100221	0	0	0	0	0	0
ENST00000545656	ENSG00000206140	0	0	0	0	0	0
ENST00000545681	ENSG00000185651	1.79034	7.1917	6.90507	0	0	0
ENST00000545799	ENSG00000070413	0	86	0	1	3.5	2.75
ENST00000547929	ENSG00000237037	0	0	0	0	0	0
ENST00000548143	ENSG00000185721	0	0	0	0	0	0
ENST00000548391	ENSG00000197549	0	0	0	0	0	0
ENST00000550946	ENSG00000015475	0	0	0	0	0	0
ENST00000551731	ENSG00000100299	0	0	0	0	0	0
ENST00000551952	ENSG00000015475	0	0	0	0	0	0
ENST00000552886	ENSG00000015475	0	0	0	0	0	0
ENST00000558085	ENSG00000100181	0	0	0	0	0	0
ENST00000558766	ENSG00000259421	0	0	0	0	0	0
ENST00000560933	ENSG00000225720	0	0	0	0	0	0
ENST00000562756	ENSG00000261675	0	0	0	0	0	0
ENST00000563715	ENSG00000261251	0	0	0	0	0	0
ENST00000563812	ENSG00000253352	0	0	0	0	0	0
ENST00000564152	ENSG00000260708	6	18	5	3	1	2
ENST00000564696	ENSG00000261251	0	0	0	0	0	0
ENST00000565162	ENSG00000260924	4	1	0	0	0	2
ENST00000565177	ENSG00000260613	0	0	0	0	0	0
ENST00000565764	ENSG00000261188	0	3	1	0	0	0
ENST00000566220	ENSG00000253352	0	0	0	0	0	0
ENST00000566814	ENSG00000261188	1	3	2	0	0	0
ENST00000566851	ENSG00000182841	0	0	0	0	0	0
ENST00000569149	ENSG00000253352	0	0	0	0	0	0
ENST00000569384	ENSG00000253352	0	0	0	0	0	0
ENST00000569912	ENSG00000261202	0	0	0	0	0	0
ENST00000577714	ENSG00000205853	0	0	0	0	0	0
ENST00000577821	ENSG00000243156	0	0	0	0	0	0
ENST00000577998	ENSG00000264824	0	0	0	0	0	0
ENST00000578108	ENSG00000284266	0	0	0	0	0	0
ENST00000578179	ENSG00000264346	0	0	0	0	0	0
ENST00000578320	ENSG00000266508	0	0	0	0	0	0
ENST00000578905	ENSG00000243156	0	0	0	0	0	0
ENST00000578984	ENSG00000243156	0	0	0	0	0	0
ENST00000579233	ENSG00000266503	0	0	0	0	0	0
ENST00000579518	ENSG00000266320	0	0	0	0	0	0
ENST00000579667	ENSG00000266533	0	0	0	0	0	0
ENST00000579997	ENSG00000243156	0	0	0	0	0	0
ENST00000580133	ENSG00000263366	0	0	0	0	0	0
ENST00000580330	ENSG00000284140	0	0	0	0	0	0
ENST00000580469	ENSG00000243156	0	0	0	0	0	0
ENST00000580680	ENSG00000266012	0	0	0	0	0	0
ENST00000580767	ENSG00000264661	0	0	0	0	0	0
ENST00000580946	ENSG00000266887	0	0	0	0	0	0
ENST00000581025	ENSG00000264139	0	0	0	0	0	0
ENST00000581461	ENSG00000284175	0	0	0	0	0	0
ENST00000582434	ENSG00000264073	0	0	0	0	0	0
ENST00000582688	ENSG00000283829	0	0	0	0	0	0
ENST00000583102	ENSG00000264757	0	0	0	0	0	0
ENST00000583386	ENSG00000264141	0	0	0	0	0	0
ENST00000583722	ENSG00000188280	0	0	0	0	0	0
ENST00000583777	ENSG00000100300	0	19.2081	19.25522	0.33333	0	5.13314
ENST00000583861	ENSG00000263764	0	0	0	0	0	0
ENST00000584704	ENSG00000266594	0	0	0	0	0	0
ENST00000584751	ENSG00000243156	0	0	0	0	0	0
ENST00000585003	ENSG00000226471	0	0	0	0	0	0
ENST00000585038	ENSG00000243156	0	0	0	0	0	0
ENST00000585066	ENSG00000284031	0	0	0	0	0	0
ENST00000585261	ENSG00000264160	0	0	0	0	0	0
ENST00000585784	ENSG00000100181	0	0	0	0	0	0
ENST00000588424	ENSG00000100181	0	0	0	0	0	0
ENST00000588548	ENSG00000283633	0	0	0	0	0	0
ENST00000591299	ENSG00000283633	0	0	0	0	0	0
ENST00000591411	ENSG00000099957	0	0	0	0	0	0
ENST00000592107	ENSG00000283633	0	0	0	0	0	0
ENST00000592918	ENSG00000283633	0	0	0	0	0	0
ENST00000593715	ENSG00000231933	0	0	0	0	0	0
ENST00000593866	ENSG00000100341	0	0	0	0	0	0
ENST00000594306	ENSG00000184381	0	0	0	0	0	0
ENST00000594542	ENSG00000231933	0	0	0	0	0	0
ENST00000594585	ENSG00000231933	0	0	0	0	0	0
ENST00000594856	ENSG00000231933	0	0	0	0	0	0
ENST00000595093	ENSG00000231933	0	0	0	0	0	0
ENST00000595102	ENSG00000231933	0	0	0	0	0	0
ENST00000595777	ENSG00000237037	0	0	0	0	0	0
ENST00000595864	ENSG00000236540	0	0	0	0	0	0
ENST00000596334	ENSG00000236540	0	0	0	0	0	0
ENST00000596813	ENSG00000231933	0	0	0	0	0	0
ENST00000597284	ENSG00000231933	0	0	0	0	0	0
ENST00000597548	ENSG00000231933	0	0	0	0	0	0
ENST00000597614	ENSG00000231933	0	0	0	0	0	0
ENST00000597664	ENSG00000100341	0	0	0	0	0	0
ENST00000598339	ENSG00000236540	0	0	0	0	0	0
ENST00000599080	ENSG00000231933	0	0	0	0	0	0
ENST00000599792	ENSG00000231933	0	0	0	0	0	0
ENST00000600090	ENSG00000268292	0	0	0	0	0	0
ENST00000600211	ENSG00000231933	0	0	0	0	0	0
ENST00000600269	ENSG00000231933	0	0	0	0	0	0
ENST00000600617	ENSG00000236540	0	0	0	0	0	0
ENST00000600723	ENSG00000269220	5	0	0	1	2	0
ENST00000600903	ENSG00000231933	0	0	0	0	0	0
ENST00000600937	ENSG00000236540	0	0	0	0	0	0
ENST00000600968	ENSG00000237037	0	0	0	0	0	0
ENST00000601746	ENSG00000236540	0	0	0	0	0	0
ENST00000602393	ENSG00000253352	0	0	0	0	0	0
ENST00000602404	ENSG00000184983	45.33333	125.66667	62.48179	8.63658	7	18.68077
ENST00000602478	ENSG00000270022	0	0	0	0	0	0
ENST00000602718	ENSG00000270083	0	0	0	0	0	0
ENST00000602847	ENSG00000269987	0	0	0	0	0	0
ENST00000602955	ENSG00000269972	0	0	0	0	0	0
ENST00000602971	ENSG00000253352	0	0	0	0	0	0
ENST00000603208	ENSG00000270393	0	0	0	0	0	0
ENST00000603243	ENSG00000271138	0	0	0	0	0	0
ENST00000603308	ENSG00000271127	0	0	3	0	0	0
ENST00000603530	ENSG00000187012	0	0	0	0	0	0
ENST00000604037	ENSG00000271181	0	0	0	0	0	0
ENST00000604539	ENSG00000271275	0	0	0	0	0	0
ENST00000605217	ENSG00000270226	0	0	0	0	0	0
ENST00000605258	ENSG00000183169	0	0	0	0	0	0
ENST00000605398	ENSG00000271093	0	0	0	0	0	0
ENST00000605505	ENSG00000187012	0	0	0	0	0	0
ENST00000606538	ENSG00000100142	0	2.18181	0	0.72082	0	0
ENST00000607893	ENSG00000273428	0	0	0	0	0	0
ENST00000607895	ENSG00000231933	0	0	0	0	0	0
ENST00000607915	ENSG00000229999	0	0	0	0	0	0
ENST00000607919	ENSG00000272858	0	0	0	0	0	0
ENST00000607927	ENSG00000225335	2	0	0	0	0	0
ENST00000607933	ENSG00000206195	0	0	0	0	0	0
ENST00000607934	ENSG00000273300	0	0	0	0	0	0
ENST00000607942	ENSG00000161180	0	0	0	0	0	0
ENST00000607943	ENSG00000273188	0	0	0	0	0	0
ENST00000607991	ENSG00000273076	1	0	0	0	0	0
ENST00000608014	ENSG00000273216	0	0	0	0	0	0
ENST00000608016	ENSG00000273137	0	0	0	0	0	0
ENST00000608025	ENSG00000273253	1	0	0	0	0	0
ENST00000608052	ENSG00000100294	0	0	0	0	0	0
ENST00000608115	ENSG00000231933	0	0	0	0	0	0
ENST00000608257	ENSG00000231933	0	0	0	0	0	0
ENST00000608275	ENSG00000273343	0	0	0	0	0	0
ENST00000608286	ENSG00000272872	4	0	3	0	0	0
ENST00000608290	ENSG00000273145	0	4.5	0.5	0	0	0.5
ENST00000608319	ENSG00000272821	0	8	1	0	0	1
ENST00000608354	ENSG00000268812	0	0	0	0	0	0
ENST00000608373	ENSG00000273203	0	1	1	0	0	0
ENST00000608409	ENSG00000184949	0	0	0	0	0	0
ENST00000608497	ENSG00000100299	3	0	0	0	0	0
ENST00000608507	ENSG00000231933	0	0	0	0	0	0
ENST00000608548	ENSG00000070413	0	2	0	0	0	0
ENST00000608559	ENSG00000100276	0	0	0	0	0	0
ENST00000608572	ENSG00000229999	0	0	0	0	0	0
ENST00000608610	ENSG00000236540	0	0	0	0	0	0
ENST00000608615	ENSG00000272733	0	0	0	0	0	0
ENST00000608634	ENSG00000183785	0	0	0	0	0	0
ENST00000608642	ENSG00000133424	0	0	0	0	0	0
ENST00000608643	ENSG00000237037	0	0	0	0	0	0
ENST00000608644	ENSG00000273289	0	0	0	0	0	1
ENST00000608674	ENSG00000100284	0	0	0	0	0	0
ENST00000608677	ENSG00000273350	0	0	0	0	0	0
ENST00000608713	ENSG00000100142	0	0	0	0	0	0
ENST00000608749	ENSG00000100284	0	0	0	0	0	0
ENST00000608816	ENSG00000273212	0	0	0	0	0	0
ENST00000608842	ENSG00000183628	0	0.74205	1	0	0	1
ENST00000608856	ENSG00000272600	0	0	0	0	0	0
ENST00000608921	ENSG00000231933	0	0	0	0	0	0
ENST00000608926	ENSG00000273325	0	1	0	0	0	0
ENST00000608952	ENSG00000272689	0	0	0	0	0	0
ENST00000608974	ENSG00000237037	0	0	0	0	0	0
ENST00000609017	ENSG00000273387	0	1	0	0	0	0
ENST00000609038	ENSG00000273342	0	0	0	0	0	0
ENST00000609073	ENSG00000273176	0	0	0	0	0	0
ENST00000609084	ENSG00000100058	1.014	1	1	0	0	0
ENST00000609157	ENSG00000231933	0	0	0	0	0	0
ENST00000609162	ENSG00000272720	0	0	0	0	0	0
ENST00000609178	ENSG00000272666	0	1	0	0	0	0
ENST00000609191	ENSG00000236540	0	0	0	0	0	0
ENST00000609206	ENSG00000273287	0	0	0	0	0	0
ENST00000609212	ENSG00000272669	0	0	1	0	0	0
ENST00000609229	ENSG00000100033	0	0	0	0	0	0
ENST00000609265	ENSG00000273214	0	0	0	0	0	0
ENST00000609268	ENSG00000273272	0	0	0	0	0	0
ENST00000609275	ENSG00000231933	0	0	0	0	0	0
ENST00000609279	ENSG00000272834	0	0	0	0	0	0
ENST00000609284	ENSG00000226328	0	1	0	0	0	0
ENST00000609322	ENSG00000272694	0	0	0	0	0	0
ENST00000609330	ENSG00000272942	0	0	0	0	0	0
ENST00000609428	ENSG00000273096	0	0	0	0	0	0
ENST00000609432	ENSG00000273243	0	0	0	0	0	0
ENST00000609454	ENSG00000100124	0	0	0	0	0	0
ENST00000609475	ENSG00000272977	1	2	1	0	1	0
ENST00000609499	ENSG00000237037	0	0	0	0	0	0
ENST00000609510	ENSG00000273295	0	0	0	0	0	0
ENST00000609513	ENSG00000100058	0	0	0	0	0	0
ENST00000609557	ENSG00000235989	0	0	0	0	0	0
ENST00000609564	ENSG00000273366	1	0	0	0	0	0
ENST00000609570	ENSG00000231933	0	0	0	0	0	0
ENST00000609596	ENSG00000237438	0	1.50294	0	0	0	0
ENST00000609602	ENSG00000236499	0	1	0	0	0	0
ENST00000609612	ENSG00000273424	0	0	0	0	0	0
ENST00000609630	ENSG00000273032	0	0	0	0	0	0
ENST00000609632	ENSG00000273139	0	0	0	0	0	0
ENST00000609641	ENSG00000273362	0	0	0	0	0	0
ENST00000609644	ENSG00000236540	0	0	0	0	0	0
ENST00000609679	ENSG00000232775	0	0	0	0	0	0
ENST00000609706	ENSG00000100124	3	5	2	0	0	1
ENST00000609736	ENSG00000272787	0	0	0	0	0	0
ENST00000609737	ENSG00000231711	0	0	0	0	0	0
ENST00000609758	ENSG00000272940	0	0	0	0	0	0
ENST00000609786	ENSG00000205634	0	0	0	0	0	0
ENST00000609791	ENSG00000273442	0	0	0	0	0	0
ENST00000609799	ENSG00000133424	0	0	0	0	0	0
ENST00000609809	ENSG00000231933	0	0	0	0	0	0
ENST00000609820	ENSG00000231933	0	0	0	0	0	0
ENST00000609823	ENSG00000231933	0	0	0	0	0	0
ENST00000609825	ENSG00000272973	0	0	0	0	0	0
ENST00000609833	ENSG00000237037	0	0	0	0	0	0
ENST00000609839	ENSG00000273164	0	0	0	0	0	0
ENST00000609889	ENSG00000231933	0	0	0	0	0	0
ENST00000609932	ENSG00000237438	0	0.49902	0	0	0	0
ENST00000609936	ENSG00000272682	1	0	0	0	0	0
ENST00000609958	ENSG00000273311	0	1	1	0	0	0
ENST00000609964	ENSG00000272798	0	0	0	0	0	0
ENST00000609976	ENSG00000272582	0	0	0	0	0	0
ENST00000610000	ENSG00000273044	0	0	0	0	0	0
ENST00000610050	ENSG00000272836	0	0	0	0	0	0
ENST00000610069	ENSG00000205634	0	0	0	0	0	0
ENST00000610143	ENSG00000272954	0	0	0	0	0	0
ENST00000610156	ENSG00000181123	0	0	0	0	0	0
ENST00000610170	ENSG00000273082	0	0	0	0	0	0
ENST00000610186	ENSG00000133424	0	0	0	0	0	0
ENST00000610191	ENSG00000100299	0	0	0	0	0	1
ENST00000610215	ENSG00000273068	0	0	0	0	0	0
ENST00000610217	ENSG00000273353	0	0	0	0	0	0
ENST00000610245	ENSG00000273192	1	1	0	0	0	0
ENST00000610250	ENSG00000237037	0	0	0	0	0	0
ENST00000610278	ENSG00000272829	0	0	0	0	0	0
ENST00000610338	ENSG00000188280	0	0	0	0	0	0
ENST00000610372	ENSG00000167037	0	0	1	0	0	0
ENST00000610387	ENSG00000215193	1.79598	0	0	0	0.5	0
ENST00000610390	ENSG00000093072	0	0	0	0	0	0
ENST00000610553	ENSG00000182944	0	0	0	0	0	0
ENST00000610593	ENSG00000205702	0	0	0	0	0	0
ENST00000610595	ENSG00000128271	1.5	0	0.25	0	0.25	0
ENST00000610653	ENSG00000185340	0	0	0	0	0	0
ENST00000610654	ENSG00000276664	0	0	0	0	0	0
ENST00000610737	ENSG00000181123	0	0	0	0	0	0
ENST00000610767	ENSG00000100379	0	10.82905	3.37299	0	0.33333	1.5
ENST00000610778	ENSG00000274422	1	1	0	0	0	0
ENST00000610821	ENSG00000100068	0	0.66667	0.5	0	0	0
ENST00000610913	ENSG00000278195	1	0	0	0	0	0
ENST00000610936	ENSG00000181123	0	0	0	0	0	0
ENST00000610940	ENSG00000100033	0	0	0	0	0	0
ENST00000610959	ENSG00000274602	0.5	3	1	1	0	0
ENST00000610984	ENSG00000196576	0	0	0	0	0	0
ENST00000611039	ENSG00000236754	0	0	0	0	0	0
ENST00000611040	ENSG00000015475	0	0	0	0	0	0
ENST00000611117	ENSG00000276150	0	0	0	0	0	0
ENST00000611155	ENSG00000100219	0	0	0	0	0	0
ENST00000611168	ENSG00000273907	0	0	0	0	0	0
ENST00000611186	ENSG00000278110	0	0	0	0	0	0
ENST00000611222	ENSG00000073169	0	0	0	0	0	0
ENST00000611394	ENSG00000186654	0	1.44852	3.98175	0.03844	0.2	1.70033
ENST00000611403	ENSG00000273643	0	0	0	0	0	0
ENST00000611425	ENSG00000284128	0	0	0	0	0	0
ENST00000611508	ENSG00000284289	0	0	0	0	0	0
ENST00000611529	ENSG00000275361	0	0	0	0	0	0
ENST00000611540	ENSG00000185252	6.05447	4.89637	0.76377	0	0	0
ENST00000611543	ENSG00000128271	1.5	0	0.25	0	0.25	0
ENST00000611555	ENSG00000242259	5.66667	30.34733	4.89646	1.5	0.33333	0.39872
ENST00000611600	ENSG00000276950	1	0	0	0	0	0
ENST00000611648	ENSG00000185340	0	0	0	0	0	0
ENST00000611680	ENSG00000198832	0	1.19856	0	0	0	0
ENST00000611699	ENSG00000273899	6.46425	24.67982	11	1.5	0	1.5
ENST00000611723	ENSG00000070371	0	0	0	0	0	0
ENST00000611738	ENSG00000099968	0	0	3.98156	0	0	0
ENST00000611748	ENSG00000274602	0	0	0	0	0	0
ENST00000611762	ENSG00000275362	0	0	0	0	0	0
ENST00000611876	ENSG00000182824	0	0	0	0	0	0
ENST00000611880	ENSG00000133460	0	0	0	0	0	0
ENST00000612115	ENSG00000205702	0	0	0	0	0	0
ENST00000612341	ENSG00000183963	0	2.77145	0	0	0.33333	2
ENST00000612432	ENSG00000159496	0	0	0	0	0	0
ENST00000612482	ENSG00000198911	0	0	0	0	0	4.6
ENST00000612500	ENSG00000274602	0	0	0	0	0	0
ENST00000612550	ENSG00000278188	0	0	0	0	0	0
ENST00000612579	ENSG00000274602	0	0	0	0	0	1
ENST00000612582	ENSG00000099954	0	0	0	0	0	0
ENST00000612619	ENSG00000177663	4.66667	0	4.65548	1	0	0
ENST00000612717	ENSG00000276950	1	0	0	0	0	0
ENST00000612732	ENSG00000276871	0	0	0	0	0	0
ENST00000612753	ENSG00000100239	5.79449	23.03476	7.28499	0	0	3
ENST00000612795	ENSG00000213923	0	0	0	1	0	0
ENST00000612861	ENSG00000275060	0	0	0	0	0	0
ENST00000612946	ENSG00000100154	7	16.49744	10	0	0	4
ENST00000612964	ENSG00000276800	0	0	0	0	0	0
ENST00000612978	ENSG00000278558	1.96853	0.5	0	0	0	0.5
ENST00000613079	ENSG00000166897	0	7	6	0	0	1
ENST00000613107	ENSG00000276138	0	0	0	0	0	0
ENST00000613185	ENSG00000274552	0	0	0	0	0	0
ENST00000613247	ENSG00000100336	0	0	0	0	0.33333	0
ENST00000613562	ENSG00000275942	0	0	0	0	0	0
ENST00000613577	ENSG00000278558	0	0	0	0	0	0
ENST00000613597	ENSG00000278558	0	0	0	0	0	0
ENST00000613655	ENSG00000275004	0	2.70156	1	0	0	0
ENST00000613656	ENSG00000276991	0	0	0	0	0	0
ENST00000613677	ENSG00000100298	0	0	0	0	0	0
ENST00000613748	ENSG00000284082	0	0	0	0	0	0
ENST00000613780	ENSG00000225783	0	0	0	0	0	0
ENST00000613790	ENSG00000274044	0	0	0	0	0	0
ENST00000613850	ENSG00000100121	0	0	0.66667	0	0	0
ENST00000613996	ENSG00000100298	0	0	0	0	0	0
ENST00000614001	ENSG00000196236	0	0	0	0	0	0
ENST00000614167	ENSG00000128408	1	18	6	0	0	2
ENST00000614184	ENSG00000276400	0	0	0	0	0	0
ENST00000614234	ENSG00000276057	0	0	0	0	0	0
ENST00000614284	ENSG00000213888	0	0	0	0	0	0
ENST00000614296	ENSG00000274625	0	0	0	0	0	0
ENST00000614395	ENSG00000278558	0	0.5	0	0	0	0.5
ENST00000614553	ENSG00000189269	0	0	0	0	0	0
ENST00000614584	ENSG00000277017	0	0	0	0	0	0
ENST00000614590	ENSG00000276427	0	0	0	0	0	0
ENST00000614596	ENSG00000276095	0	0	0	0	0	0
ENST00000614690	ENSG00000277460	0	0	0	0	0	0
ENST00000614754	ENSG00000196588	0	0	0	0	0	1.12754
ENST00000614805	ENSG00000196576	0	0	0	0	0	0
ENST00000614808	ENSG00000284128	0	0	0	0	0	0
ENST00000614827	ENSG00000278655	0	0	0	0	0	0
ENST00000614920	ENSG00000242114	0	0	0	0	0	0
ENST00000614949	ENSG00000015475	0	5.0378	0	0	0	0
ENST00000614967	ENSG00000205702	0	0	0	0	0	0
ENST00000615003	ENSG00000159496	0	0	0	0	0	0
ENST00000615096	ENSG00000159307	0	0	0	0	0	0
ENST00000615181	ENSG00000277870	0	0	0	0	0	0
ENST00000615189	ENSG00000100003	4	28	8	0	1	0
ENST00000615414	ENSG00000015475	0	0	0	0	0	0
ENST00000615579	ENSG00000274342	0	0	0	0	0	0
ENST00000615588	ENSG00000277872	0	0	0	0	0	0
ENST00000615606	ENSG00000070371	0	0	0	0	0	0
ENST00000615612	ENSG00000128266	26	14	3	2	1	0
ENST00000615943	ENSG00000277248	0	0	0	0	0	0
ENST00000615974	ENSG00000274044	0	0	0	0	0	0
ENST00000615981	ENSG00000273866	0	0	0	0	0	0
ENST00000616056	ENSG00000100336	0	0	0	0	0.33333	0
ENST00000616187	ENSG00000276965	0	0	0	0	0	0
ENST00000616213	ENSG00000225783	0	0	0	0	0	0
ENST00000616239	ENSG00000275772	0	0	0	0	0	0
ENST00000616349	ENSG00000184571	0	0	0	0	0	0
ENST00000616394	ENSG00000273979	0	0	0	0	0	0
ENST00000616432	ENSG00000185340	3.6209	42.94434	11.37655	0	0	1.76711
ENST00000616469	ENSG00000225783	0	0	0	0	0	0
ENST00000616531	ENSG00000274602	0	0	0	0	0	0
